-0.19038,-0.23645,-0.24113,-0.22061,-0.12552,-0.047147,-0.011589,-0.018934,-0.07889,-0.097654,-0.087146,-0.067912,-0.051832,-0.042126,-0.038307,-0.036795,-0.041584,-0.061807,-0.1019,-0.14292,-0.17679,-0.20661,-0.22894,-0.23844,-0.26569
-0.14432,-0.1606,-0.075785,-0.085479,-0.030054,0.027586,0.0071611,-0.073121,-0.12986,-0.12632,-0.092763,-0.059885,-0.042468,-0.036685,-0.034832,-0.033282,-0.033227,-0.053052,-0.10743,-0.1492,-0.17017,-0.20384,-0.21665,-0.18852,-0.29296
-0.081965,-0.067317,-0.038793,-0.026532,0.041826,0.087534,0.025199,-0.073006,-0.12324,-0.11594,-0.087423,-0.062109,-0.05125,-0.048456,-0.043696,-0.034092,-0.033209,-0.053614,-0.091211,-0.12227,-0.12258,-0.10062,-0.061174,-0.030659,-0.13211
-0.034264,-0.021535,-0.076561,-0.033024,0.097473,0.15168,0.090154,-0.006944,-0.07047,-0.10307,-0.12367,-0.13339,-0.12986,-0.11194,-0.087327,-0.067135,-0.061249,-0.067455,-0.070015,-0.041062,0.013894,0.059124,0.059897,0.0068218,-0.11567
0.00070831,0.0046112,-0.070902,0.012733,0.1446,0.17175,0.092697,0.0038295,-0.060053,-0.11598,-0.16727,-0.19865,-0.19665,-0.16955,-0.13707,-0.11308,-0.099633,-0.090323,-0.065832,-0.0033278,0.10098,0.18884,0.1943,0.092128,-0.040425
0.031778,0.040161,-0.0052671,0.038296,0.10628,0.086862,0.020923,-0.026383,-0.062196,-0.10493,-0.15517,-0.19054,-0.19748,-0.18035,-0.1546,-0.12592,-0.095463,-0.065653,-0.030122,0.025854,0.10797,0.19154,0.20638,0.12894,0.027038
0.047789,0.054375,0.0096944,-0.01352,-0.0025958,-0.022131,-0.040754,-0.043503,-0.046351,-0.064349,-0.094767,-0.1193,-0.12895,-0.12471,-0.1128,-0.085962,-0.045786,0.00068386,0.045776,0.088525,0.12375,0.14107,0.11765,0.044436,-0.025229
0.047385,0.041774,-0.033102,-0.084188,-0.082097,-0.074213,-0.060534,-0.035895,-0.012398,-0.0096377,-0.023179,-0.034578,-0.03752,-0.036517,-0.034384,-0.02132,0.0082781,0.051492,0.09618,0.13339,0.14314,0.10983,0.023832,-0.078476,-0.13659
0.042471,0.026333,-0.065289,-0.10629,-0.10051,-0.090423,-0.067804,-0.02326,0.022462,0.03835,0.026632,0.021413,0.03261,0.04123,0.037579,0.02469,0.023421,0.044547,0.076222,0.10637,0.11743,0.072967,-0.035482,-0.15633,-0.21251
0.04341,0.024785,-0.056084,-0.083148,-0.097718,-0.10841,-0.08514,-0.019834,0.045667,0.062733,0.041544,0.033947,0.063428,0.093426,0.084358,0.043953,0.010347,0.0021002,0.0096017,0.023485,0.034253,0.015575,-0.062644,-0.16326,-0.21196
0.052647,0.038984,-0.018844,-0.040703,-0.089895,-0.12843,-0.10791,-0.02952,0.045238,0.056252,0.024961,0.019076,0.065941,0.11866,0.11537,0.058406,-0.002824,-0.036652,-0.05275,-0.062938,-0.060695,-0.051715,-0.069637,-0.11948,-0.15337
0.066687,0.061384,0.027288,0.011007,-0.063708,-0.13127,-0.12655,-0.054337,0.015502,0.025746,-0.00068089,0.0087717,0.072364,0.13586,0.13556,0.072032,-0.0055936,-0.057797,-0.0933,-0.12523,-0.13633,-0.11205,-0.076323,-0.068315,-0.089219
0.07861,0.082483,0.074185,0.066444,-0.021843,-0.11533,-0.135,-0.084226,-0.023392,-0.0049551,-0.0076544,0.02196,0.092378,0.1506,0.14238,0.069831,-0.013963,-0.072834,-0.11509,-0.15876,-0.18246,-0.15209,-0.083729,-0.032814,-0.044632
0.079375,0.088761,0.092991,0.089237,-0.0019447,-0.10783,-0.14571,-0.11269,-0.05609,-0.016712,0.011696,0.060683,0.12522,0.16225,0.13158,0.045045,-0.041379,-0.094733,-0.12873,-0.1666,-0.1932,-0.17065,-0.093851,-0.015569,-0.0095189
