0.06495,0.073412,0.067954,0.054689,-0.027668,-0.12708,-0.16666,-0.13317,-0.066632,-0.0051569,0.046433,0.10383,0.1529,0.16311,0.11371,0.024838,-0.054385,-0.093283,-0.10943,-0.13451,-0.16607,-0.1656,-0.10445,-0.012165,0.018448
0.037661,0.042939,0.023379,-0.017168,-0.082784,-0.15708,-0.18182,-0.13502,-0.054033,0.021383,0.077838,0.12349,0.15172,0.14817,0.10221,0.031998,-0.026722,-0.052317,-0.057632,-0.077919,-0.11633,-0.13905,-0.10508,-0.022414,0.017091
0.001944,0.0050443,-0.021316,-0.093009,-0.13019,-0.16737,-0.17435,-0.12154,-0.03639,0.039736,0.084516,0.10858,0.12043,0.11835,0.094838,0.057302,0.020022,-0.001173,-0.014979,-0.04206,-0.087482,-0.11655,-0.097302,-0.042288,-0.022888
-0.039895,-0.038066,-0.066668,-0.1497,-0.14432,-0.14026,-0.14158,-0.10607,-0.038683,0.024027,0.052246,0.054745,0.054512,0.06161,0.066303,0.058101,0.036615,0.0093272,-0.023076,-0.064702,-0.10805,-0.11996,-0.095717,-0.074641,-0.10171
-0.085431,-0.086271,-0.12182,-0.19228,-0.13611,-0.088139,-0.095054,-0.097173,-0.066965,-0.028409,-0.0092716,-0.017141,-0.02762,-0.019416,0.00036758,0.0074408,-0.0073025,-0.039154,-0.083422,-0.13307,-0.15978,-0.13229,-0.080664,-0.084917,-0.15007
-0.13098,-0.13157,-0.16544,-0.2155,-0.12507,-0.037824,-0.049808,-0.095481,-0.10713,-0.090905,-0.075103,-0.072517,-0.075211,-0.071175,-0.061868,-0.059772,-0.070101,-0.091213,-0.12617,-0.166,-0.17048,-0.11509,-0.053413,-0.07017,-0.14416
-0.17595,-0.17052,-0.17253,-0.21458,-0.12556,-0.012355,-0.010899,-0.083571,-0.12755,-0.12055,-0.092795,-0.069638,-0.058246,-0.055596,-0.059801,-0.066441,-0.069948,-0.072941,-0.085778,-0.10268,-0.094405,-0.051371,-0.018713,-0.050886,-0.10008
-0.22635,-0.21896,-0.20158,-0.21278,-0.15172,-0.043148,0.0028926,-0.045921,-0.091973,-0.079954,-0.033616,0.0058502,0.026358,0.029641,0.021018,0.010767,0.0089064,0.013583,0.015292,0.00785,0.0041317,0.0082458,-0.014675,-0.059767,-0.056973
-0.28413,-0.28502,-0.29815,-0.25889,-0.18181,-0.10214,-0.020049,-0.0072164,-0.020492,0.0047932,0.058657,0.10229,0.12218,0.12776,0.12243,0.10719,0.092182,0.084678,0.079789,0.066902,0.048361,0.015972,-0.046864,-0.09044,-0.089728
-0.34103,-0.34336,-0.29896,-0.29982,-0.20316,-0.11933,-0.022498,0.051221,0.07415,0.094397,0.12546,0.14273,0.13967,0.13592,0.13344,0.12109,0.10472,0.094786,0.083062,0.063797,0.03741,-0.005731,-0.059368,-0.11448,-0.22778
-0.3956,-0.45017,-0.61155,-0.3566,-0.19826,-0.10469,-0.0012238,0.13836,0.19472,0.1703,0.12966,0.094226,0.070023,0.05699,0.058173,0.056859,0.061533,0.068192,0.059415,0.036262,0.013219,-0.00097528,-0.025359,-0.15601,-0.33362
