-0.03499,-0.040177,-0.052207,-0.052845,-0.056498,-0.055147,-0.062248,-0.083164,-0.081015,-0.039993,-0.0085316,-0.008611,-0.024058,-0.038715,-0.040295,-0.04084,-0.045919,-0.046314,-0.037544,-0.023575,-0.0079027,-0.0044263,-0.014151,-0.028307,-0.038559,-0.033798,-0.014468,0.0074972,0.022583,0.027401,0.022162,0.015929,0.011372,0.0031658,-0.0058141,-0.020431,-0.034308,-0.024237,-0.023096,-0.032315,-0.048065
-0.029804,-0.033333,-0.045528,-0.034603,-0.041316,-0.0422,-0.048536,-0.053572,-0.0329,-0.0020873,0.0091926,-0.010388,-0.039237,-0.053743,-0.04109,-0.035075,-0.044573,-0.053086,-0.043669,-0.027511,-0.002743,0.00023168,-0.017013,-0.039323,-0.05744,-0.052534,-0.025672,0.001985,0.018883,0.020216,0.0067042,-0.0042307,-0.0046709,-0.017967,-0.036935,-0.058187,-0.080968,-0.032148,-0.025307,-0.039357,-0.064908
-0.021088,-0.017824,-0.010406,0.020429,0.00052469,0.0083081,0.0010508,-0.0057092,0.014529,0.025542,-0.0010322,-0.049013,-0.07264,-0.065528,-0.040526,-0.027253,-0.033896,-0.037033,-0.030717,-0.016325,-0.0009026,-0.005095,-0.020379,-0.036101,-0.048623,-0.036555,-0.0088541,0.01648,0.028306,0.016148,-0.019034,-0.054492,-0.082457,-0.10333,-0.11435,-0.12369,-0.13833,-0.094764,-0.070265,-0.077968,-0.086509
-0.015636,-0.013519,-0.013736,-0.01402,0.014364,0.01638,0.0087463,0.010799,0.036317,0.041934,-0.0048428,-0.054092,-0.070931,-0.059544,-0.042043,-0.035475,-0.035045,-0.025497,-0.013254,-0.00036606,0.0079633,0.0027352,-0.0069071,-0.015557,-0.019905,-0.0095314,0.011104,0.027388,0.023618,-0.00033753,-0.041701,-0.08367,-0.1106,-0.12244,-0.1086,-0.081785,-0.054093,-0.015024,0.016567,-0.033714,-0.072773
-0.012301,-0.015084,-0.033288,-0.03102,0.0044875,0.0097222,0.015746,0.028556,0.053134,0.053741,0.010888,-0.025502,-0.041403,-0.042623,-0.043716,-0.048403,-0.042965,-0.026625,-0.010966,0.0022182,0.0052941,0.00061579,0.0012081,0.0026598,0.00034704,0.0076562,0.016863,0.016851,0.0080483,-0.019164,-0.057427,-0.082023,-0.08816,-0.080613,-0.057303,-0.026219,0.012559,0.043257,0.070586,0.044204,-0.028774
-0.0061834,-0.0096804,-0.029557,-0.028366,-0.003733,-1.9967e-05,0.018815,0.042867,0.064806,0.066023,0.037121,0.012976,-0.0026193,-0.019145,-0.038592,-0.051609,-0.051427,-0.040673,-0.029603,-0.027161,-0.028729,-0.027366,-0.020395,-0.011365,-0.0066133,-0.0015057,0.0013457,0.00092888,-0.0084942,-0.03062,-0.054826,-0.05871,-0.038854,-0.007003,0.025653,0.048609,0.064943,0.06446,0.045782,0.0021703,-0.075744
0.0034314,0.0027096,-0.0053338,-0.021739,-0.01383,-0.0013299,0.029179,0.065712,0.083619,0.073026,0.050365,0.034055,0.01953,-0.0024868,-0.029803,-0.049992,-0.057204,-0.05943,-0.062934,-0.070571,-0.075509,-0.069144,-0.056477,-0.043454,-0.036451,-0.033572,-0.027935,-0.021184,-0.022289,-0.03448,-0.046125,-0.040001,-0.006025,0.049983,0.092928,0.10753,0.10314,0.080118,0.037275,-0.018729,-0.099051
0.013768,0.012321,0.0011272,-0.031998,-0.021215,0.015233,0.051643,0.085438,0.085211,0.055809,0.032167,0.023012,0.01555,5.5877e-05,-0.023406,-0.045133,-0.059766,-0.075334,-0.09341,-0.10674,-0.10994,-0.099899,-0.081802,-0.071183,-0.069991,-0.069866,-0.061606,-0.044077,-0.028695,-0.028316,-0.035786,-0.036514,-0.007449,0.04886,0.099724,0.12187,0.11244,0.085054,0.044596,0.0074346,-0.045352
0.025552,0.021121,0.0074207,-0.026184,-0.0063241,0.030944,0.061804,0.075565,0.055412,0.017884,-0.0031375,-0.0058393,-0.0049414,-0.010523,-0.022827,-0.037027,-0.054014,-0.076394,-0.10155,-0.11813,-0.11878,-0.10341,-0.085647,-0.079209,-0.084214,-0.089651,-0.082551,-0.057213,-0.029765,-0.017913,-0.022779,-0.030191,-0.01967,0.016909,0.063958,0.092861,0.090641,0.068129,0.039549,0.029929,0.016644
0.035235,0.028655,0.012185,-0.021808,-0.0015255,0.022488,0.04153,0.040372,0.012331,-0.023113,-0.036718,-0.034232,-0.027372,-0.023144,-0.021637,-0.023891,-0.035617,-0.056422,-0.07952,-0.094546,-0.094176,-0.078536,-0.062205,-0.060493,-0.069337,-0.07783,-0.072553,-0.049217,-0.020431,-0.0044913,-0.0048557,-0.014702,-0.01933,-0.0034174,0.028174,0.053378,0.059017,0.044887,0.024196,0.017184,0.021268
0.042863,0.034595,0.015507,-0.029211,-0.029473,-0.018701,-0.007722,-0.0068815,-0.025145,-0.046811,-0.050275,-0.042872,-0.032312,-0.02373,-0.015698,-0.011196,-0.014889,-0.028239,-0.043936,-0.05323,-0.049756,-0.035818,-0.02411,-0.025561,-0.035232,-0.043464,-0.038208,-0.020117,0.0014198,0.014194,0.01565,0.010957,0.007822,0.012762,0.026458,0.038645,0.040491,0.029898,0.012735,0.0013431,0.0084025
0.049217,0.039264,0.014691,-0.042818,-0.058969,-0.062984,-0.047604,-0.03723,-0.040128,-0.045236,-0.042285,-0.032386,-0.022918,-0.016474,-0.0098929,-0.0039567,-0.00020696,-0.0031893,-0.009327,-0.012137,-0.0078486,0.00073421,0.0056692,0.0022789,-0.0044762,-0.0069488,0.0028771,0.01956,0.032784,0.038162,0.039292,0.042417,0.048885,0.054065,0.057013,0.054602,0.043971,0.026453,0.00097407,-0.019144,-0.020068
0.055781,0.045679,0.020271,-0.043577,-0.070052,-0.071867,-0.05116,-0.036057,-0.034139,-0.031999,-0.022145,-0.011452,-0.0046782,-0.0018885,-0.00021632,0.0037868,0.0092858,0.013628,0.015243,0.016623,0.019358,0.023557,0.023055,0.015347,0.0078295,0.011934,0.028585,0.048385,0.058725,0.056954,0.054298,0.05947,0.074241,0.08717,0.087964,0.07283,0.046165,0.010782,-0.028372,-0.064207,-0.075867
0.062545,0.053734,0.032504,-0.026877,-0.050823,-0.048074,-0.030161,-0.023573,-0.028504,-0.027091,-0.01166,0.0060433,0.013643,0.012295,0.0084351,0.0090795,0.011377,0.013725,0.015199,0.019284,0.026381,0.031997,0.030814,0.018927,0.0068137,0.0074684,0.023238,0.045954,0.058273,0.055063,0.046599,0.049239,0.067295,0.087372,0.093155,0.074659,0.036412,-0.012419,-0.058627,-0.10261,-0.12377
0.068105,0.060855,0.044402,-0.0026942,-0.016762,-0.011341,-0.0060811,-0.019222,-0.03546,-0.033573,-0.015094,0.0074176,0.020492,0.022628,0.019029,0.014262,0.0096067,0.0042554,0.00096127,0.0058768,0.020102,0.035255,0.039064,0.024825,0.0032075,-0.008402,-0.0013244,0.020085,0.036873,0.036654,0.025324,0.018878,0.027081,0.045983,0.056251,0.046434,0.015681,-0.030171,-0.077943,-0.11582,-0.14048
0.07082,0.063854,0.049401,0.0025634,0.00030796,0.011534,0.0062458,-0.023992,-0.051024,-0.054547,-0.032824,-0.004261,0.018253,0.030651,0.033682,0.029529,0.016527,-0.00062733,-0.011935,-0.0070023,0.0171,0.04645,0.05944,0.04431,0.010728,-0.019267,-0.026939,-0.013521,0.0052291,0.0088373,-0.0030622,-0.018804,-0.022304,-0.010761,0.0021085,0.0038271,-0.014988,-0.048959,-0.084386,-0.10554,-0.11925
0.070369,0.06249,0.044983,-0.004048,-0.00021717,0.014021,0.00028377,-0.038805,-0.073183,-0.08287,-0.065106,-0.030466,0.0058676,0.033566,0.048836,0.046477,0.025593,-0.0049577,-0.0251,-0.018189,0.016246,0.059184,0.083617,0.072167,0.030627,-0.016217,-0.042133,-0.038754,-0.021104,-0.010661,-0.018909,-0.039067,-0.053892,-0.053768,-0.041157,-0.028598,-0.02956,-0.044382,-0.059981,-0.066641,-0.067046
0.068319,0.058435,0.035831,-0.023877,-0.015102,0.003201,-0.0097145,-0.048618,-0.085071,-0.099659,-0.087773,-0.053057,-0.0062933,0.034706,0.058366,0.055797,0.028796,-0.008342,-0.033727,-0.027243,0.011131,0.062655,0.095508,0.08961,0.04778,-0.0039441,-0.037302,-0.041672,-0.02594,-0.010527,-0.013124,-0.033764,-0.057662,-0.069778,-0.061447,-0.042058,-0.025793,-0.022839,-0.031039,-0.028519,-0.024637
0.066691,0.055897,0.02995,-0.035977,-0.03024,-0.0061613,-0.010074,-0.041111,-0.077719,-0.10108,-0.096518,-0.063367,-0.01473,0.030651,0.055649,0.052093,0.023556,-0.013616,-0.03731,-0.030714,0.0069158,0.057559,0.091284,0.089272,0.053739,0.0076774,-0.025435,-0.033124,-0.019815,-0.0042736,-0.0029821,-0.02021,-0.044786,-0.060866,-0.057691,-0.038691,-0.016954,-0.0069882,-0.0077152,-0.0081986,-0.004304
0.067292,0.056398,0.029448,-0.036798,-0.027765,0.0033907,0.0081984,-0.019057,-0.056916,-0.085118,-0.089131,-0.061822,-0.017755,0.02192,0.040694,0.033031,0.0051922,-0.026431,-0.042274,-0.030984,0.0042065,0.048434,0.078307,0.077988,0.049036,0.010642,-0.016421,-0.022917,-0.01357,-0.0011899,0.00026856,-0.014749,-0.038307,-0.055774,-0.05539,-0.036653,-0.011593,0.0041172,0.0036264,-0.0052982,-0.012354
0.07028,0.060715,0.037844,-0.019796,-0.0052379,0.030374,0.038987,0.012571,-0.029633,-0.061326,-0.067434,-0.047493,-0.015482,0.0096507,0.016023,0.00326,-0.017461,-0.033056,-0.034631,-0.018017,0.012926,0.046165,0.065751,0.062081,0.037924,0.0084148,-0.011982,-0.018764,-0.015311,-0.010553,-0.012405,-0.024865,-0.045253,-0.062357,-0.064845,-0.047545,-0.018648,0.0013388,0.00021514,-0.020436,-0.041834
0.074415,0.067497,0.050857,0.0063356,0.025349,0.061818,0.067851,0.033418,-0.015732,-0.051664,-0.057641,-0.039477,-0.015985,-0.0023552,-0.0033586,-0.013483,-0.022728,-0.022325,-0.0092119,0.013623,0.040076,0.060919,0.067587,0.05623,0.032761,0.0066626,-0.013303,-0.024465,-0.029102,-0.032579,-0.037433,-0.046893,-0.061414,-0.077957,-0.084336,-0.069478,-0.037897,-0.0077071,-0.0018486,-0.029335,-0.062803
0.078149,0.073284,0.06168,0.026607,0.044998,0.075246,0.074124,0.033935,-0.020506,-0.057526,-0.062827,-0.044557,-0.02275,-0.011941,-0.012711,-0.016597,-0.014392,-0.00059645,0.022902,0.049994,0.071968,0.083036,0.079927,0.062081,0.036156,0.0095523,-0.013724,-0.030627,-0.042729,-0.049469,-0.053254,-0.058277,-0.070388,-0.089439,-0.10224,-0.091639,-0.058069,-0.015413,0.0033535,-0.020634,-0.062403
0.079534,0.075432,0.06511,0.025984,0.037485,0.06168,0.058472,0.016194,-0.038756,-0.077084,-0.080856,-0.060862,-0.034487,-0.018216,-0.013542,-0.011357,0.0002083,0.023396,0.051497,0.077103,0.092476,0.094358,0.083904,0.06263,0.035457,0.0071246,-0.018809,-0.039005,-0.051963,-0.056054,-0.052402,-0.048413,-0.05592,-0.07706,-0.098725,-0.099192,-0.067661,-0.01777,0.016429,0.002592,-0.034581
0.079084,0.074947,0.064242,0.021116,0.015642,0.027706,0.025659,-0.0085539,-0.059414,-0.096175,-0.10106,-0.07769,-0.045073,-0.020218,-0.0068916,0.0027966,0.0167,0.037377,0.060909,0.080064,0.088822,0.085565,0.07312,0.053333,0.02798,-2.922e-05,-0.026199,-0.045072,-0.054545,-0.05126,-0.037201,-0.024549,-0.026824,-0.049907,-0.081665,-0.097097,-0.07607,-0.02347,0.025021,0.031198,0.0052934
0.076947,0.073213,0.062271,0.014505,-0.0058491,-0.010632,-0.015152,-0.035867,-0.073732,-0.10391,-0.1078,-0.084138,-0.049388,-0.018604,0.0004946,0.012435,0.022445,0.035734,0.049258,0.05924,0.062976,0.060251,0.051638,0.036576,0.016834,-0.0051364,-0.025068,-0.039719,-0.044237,-0.034348,-0.01442,0.0031618,0.0042716,-0.018497,-0.055933,-0.08312,-0.078507,-0.035884,0.018355,0.042815,0.030749
0.074045,0.071041,0.061615,0.017001,-0.018402,-0.042127,-0.049617,-0.059356,-0.081062,-0.099739,-0.098182,-0.076582,-0.043911,-0.013866,0.005531,0.015809,0.02307,0.028785,0.031211,0.031325,0.031151,0.030169,0.027369,0.02137,0.011472,0.00062411,-0.0095525,-0.018951,-0.021707,-0.01352,0.0042351,0.020749,0.022861,0.002332,-0.034174,-0.065922,-0.071456,-0.041507,0.0025866,0.030662,0.029152
0.069751,0.06886,0.062671,0.028108,-0.015236,-0.058505,-0.072386,-0.071301,-0.075695,-0.081416,-0.077429,-0.059577,-0.033939,-0.009426,0.008493,0.021355,0.027522,0.026671,0.020044,0.011816,0.0075394,0.0090236,0.015083,0.021816,0.024208,0.023659,0.019934,0.01348,0.0073039,0.0068493,0.013461,0.020834,0.019635,0.0043829,-0.021733,-0.047416,-0.057653,-0.043263,-0.017061,-0.00043881,-0.00061798
0.063365,0.064219,0.057322,0.023982,-0.017387,-0.06261,-0.08072,-0.072916,-0.059712,-0.055524,-0.052597,-0.041615,-0.025819,-0.0087576,0.0075263,0.022247,0.030867,0.031322,0.02282,0.010241,0.0030808,0.0059109,0.017589,0.033173,0.044617,0.049592,0.048373,0.041068,0.029343,0.017662,0.007885,0.0019715,-0.0027696,-0.010864,-0.022265,-0.031964,-0.035346,-0.036917,-0.038786,-0.042839,-0.047336
0.053225,0.054044,0.044739,0.0099125,-0.033012,-0.071625,-0.079737,-0.057919,-0.032884,-0.023146,-0.026195,-0.028114,-0.024344,-0.014702,-0.00012494,0.016009,0.030519,0.035397,0.028458,0.015076,0.0053425,0.0066595,0.019067,0.036139,0.049054,0.053977,0.051596,0.042642,0.027603,0.0094215,-0.011861,-0.029954,-0.039684,-0.041623,-0.036252,-0.02666,-0.016398,-0.018744,-0.041779,-0.069037,-0.078942
